Id,OwnerId,IsDeleted,Name,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,Active_Listing_Count__c,Planned_Listing_Count__c,Page_URL__c,Page_Ranking__c,Page_Views__c,Page_Price__c,Page_Observation__c,Page_Notes__c,Avg_Time_On_Page__c,Unique_Page_Title__c,Unique_Page_Views__c,Last_Updated__c,Status__c,PreviewYears_Page_View__c,Page_View_2005_2006__c,Page_View_2006_2007__c,Page_View_2007_2008__c,Page_View_2008_2009__c,Page_View_2009_2010__c,Page_View_2010_2011__c,Page_View_2012_2013__c,Page_View_2011_2012__c,Page_View_2013_2014__c,Page_View_2014_2015__c,Old_URL__c,Page_View_2015_2016__c,Page_View_Nov_22nd_2016_Mar_21_212017__c,Page_View_2016_2017__c
a0640000002jx4CAAQ,00540000000sI3HAAU,0,Financial Service Providers at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/Local_Listings/Business_Listings/Financial_Listings/,607,185,480,Local Listings,"Title changed on December 26th, 2013 from ""Barbados Financial Listings and Businesses at Totally Barbados to ""Financial Service Providers at Totally Barbados"".",53.54,Financial Service Providers at Totally Barbados,,11/5/2015 0:00,Completed - Verified Listings,,,288,303,311,211,200,114,181,55,185,,,,
a0640000002jx4DAAQ,00540000000sI3HAAU,0,Barbados Island News at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/Barbados_News/,898,20,480,Available,"Multiple Pages: All Barbados Island news pages E.g. 2006, 2007, 2008 and 2009 and each individual News Article",52.08,Barbados Island News at Totally Barbados,,11/5/2015 0:00,,,680,831,460,161,59,22,40,61,26,20,,,,
a0640000002jx4EAAQ,00540000000sI3HAAU,0,Barbados Sandy Crest Medical Centre Healthcare at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,1/25/2016 18:30,00540000002mQ18AAE,1/25/2016 18:30,0,0,https://www.totallybarbados.com/barbados/About_Barbados/Local_Information/Barbados_Health_Care/Hospitals_and_Clinics/3582.htm,241,1022,480,Available,"Name of this page changed on September 7th, 2008 to make the title shorter for use in SF.",78.3,Barbados Sandy Crest Medical Centre Healthcare at Totally Barbados,,11/5/2015 0:00,,,,324,789,1078,1024,820,471,667,350,1022,,,,
a0640000002jx4FAAQ,00540000000sI3HAAU,0,Barbados Media Guide at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/Local_Listings/News_and_Media_Listings/,510,275,480,Local Listings,Barbados Media Guide at Totally Barbados,72.83,Barbados Media Guide at Totally Barbados,,11/5/2015 0:00,Completed - Verified Listings,,72,507,322,404,448,473,186,329,114,275,,,,
a0640000002jx4GAAQ,00540000000sI3HAAU,0,Barbados Mongoose at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/About_Barbados/Local_Information/Animals_of_Barbados/6.htm,231,1062,480,Available,,95.5,Barbados Mongoose at Totally Barbados,,11/5/2015 0:00,Completed - Content Rewritten,,43,492,639,668,489,613,441,562,432,1062,,,,
a0640000002jx4HAAQ,00540000000sI3HAAU,0,The Cabinet of Barbados at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,2/1/2016 1:07,00540000002mQ18AAE,9/22/2016 10:57,0,0,https://www.totallybarbados.com/barbados/Business/Government_and_Legal_System/The_Cabinet_of_Barbados/,218,1226,480,Available,,94.96,The Cabinet of Barbados at Totally Barbados,,11/5/2015 0:00,,,,183,430,400,489,846,989,1102,331,1226,,,,
a0640000002jx4IAAQ,00540000000sI3HAAU,0,Red Plastic Bag at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/About_Barbados/Local_Information/People/Meet_a_Bajan/Red_Plastic_Bag/,236,1036,480,Available,,87.87,Red Plastic Bag at Totally Barbados,,11/5/2015 0:00,,,,359,558,731,757,522,409,653,434,1036,,,,
a0640000002jx4JAAQ,00540000000sI3HAAU,0,"Orlando Mayers, a Barbadian Rastafarian at Totally Barbados",5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados-photos/People_Photos/2626.html,837,47,480,Available,,34.65,"Orlando Mayers, a Barbadian Rastafarian at Totally Barbados",,11/5/2015 0:00,,,,709,696,439,213,158,73,119,46,47,,,,
a0640000002jx4KAAQ,00540000000sI3HAAU,0,Barbados National Holidays at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,4/18/2017 19:15,00540000002mQ18AAE,5/6/2017 21:24,1,0,http://totallybbdos.staging.wpengine.com/articles/about-barbados/barbados-national-holidays/,44,6868,480,Available,,94.92,Barbados National Holidays at Totally Barbados,,3/15/2016 0:00,Completed - Content Rewritten,,,638,789,885,2131,5358,4869,13061,2593,6868,https://www.totallybarbados.com/barbados/About_Barbados/Local_Information/Barbados_National_Holidays/,,342,
a0640000002jx4LAAQ,00540000000sI3HAAU,0,10 things you might not know about Barbados at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,1/25/2016 17:29,00540000002mQ18AAE,1/25/2016 17:29,0,0,https://www.totallybarbados.com/barbados/About_Barbados/Local_Information/Facts_about_Barbados/3867.htm,65,4921,480,Available,,106.28,10 things you might not know about Barbados at Totally Barbados,,11/5/2015 0:00,,,,386,681,524,886,1038,1464,2068,1541,4921,,,,
a0640000002jx4MAAQ,00540000000sI3HAAU,0,Barbados Indian Cuisine Restaurants at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/Local_Listings/Restaurant_Guide/Restaurants_by_Cuisine/Indian/,709,114,480,Local Listings,,43.25,Barbados Indian Cuisine Restaurants at Totally Barbados,,11/5/2015 0:00,Completed - Verified Listings,,,78,291,183,228,211,132,136,48,114,,,,
a0640000002jx4NAAQ,00540000000sI3HAAU,0,Final Preparations at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/Living_in_Barbados/Moving_to_Barbados/Final_Preparations/,269,834,480,Available,,104.48,Final Preparations at Totally Barbados,,11/5/2015 0:00,Completed - Content Rewritten,,,6,642,672,725,619,475,560,316,834,,,,
a0640000002jx4OAAQ,00540000000sI3HAAU,0,Comedy at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/Entertainment/Comedy/,482,312,480,Available,,55.6,Comedy at Totally Barbados,,11/5/2015 0:00,,,57,712,638,604,524,602,337,477,223,312,,,,
a0640000002jx4PAAQ,00540000000sI3HAAU,0,National Hero of Barbados - Errol Walton Barrow - Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,6/7/2017 19:46,00540000000wPF9AAM,7/2/2017 1:06,0,0,https://www.totallybarbados.com/articles/about-barbados/people/barbados-national-heroes/errol-walton-barrow/,15,1373,200,Available,,150.25,National Hero of Barbados - Errol Walton Barrow - Totally Barbados,,6/7/2017 0:00,6 Months Updated,,4,372,468,376,500,656,529,715,345,618,https://www.totallybarbados.com/articles/about-barbados/people/barbados-national-heroes/860-htm/,,1373,
a0640000002jx4QAAQ,00540000000sI3HAAU,0,Agriculture at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/Business/Economy/Agriculture/,339,614,480,Available,,114.87,Agriculture at Totally Barbados,,11/5/2015 0:00,,,,234,533,930,873,1028,829,1073,383,614,,,,
a0640000002jx4RAAQ,00540000000sI3HAAU,0,Pumpkin Soup Recipe at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/About_Barbados/Local_Information/Barbados_Food/Barbados_Recipes/3931.htm,237,1033,480,Available,,92.5,Pumpkin Soup Recipe at Totally Barbados,,11/5/2015 0:00,,,,267,337,490,457,481,466,527,390,1033,,,,
a0640000002jx4SAAQ,00540000000sI3HAAU,0,Barbados West Coast Nightlife at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/Entertainment/Night_Clubs/Barbados_West_Coast_Nightlife/,181,1477,480,Available,,55.35,Barbados West Coast Nightlife at Totally Barbados,,11/5/2015 0:00,,,,28,688,717,826,902,990,1185,628,1477,,,,
a0640000002jx4TAAQ,00540000000sI3HAAU,0,Barbados Limousine Services at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/Local_Listings/Travel_Listings/Limousine_Listings/,309,691,480,Local Listings,,94.39,Barbados Limousine Services at Totally Barbados,,11/5/2015 0:00,Completed - Verified Listings,,,170,433,753,833,824,696,680,360,691,,,,
a0640000002jx4UAAQ,00540000000sI3HAAU,0,Car Racing and Motor Sports at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,1/28/2016 2:12,00540000002mQ18AAE,7/1/2017 21:57,1,0,https://www.totallybarbados.com/barbados/Entertainment/Sports/Car_Racing_and_Motor_Sports/,183,1450,480,Available,,84.01,Car Racing and Motor Sports at Totally Barbados,,11/5/2015 0:00,,,,275,566,1152,1825,1744,1085,1538,1029,1450,,,,
a0640000002jx4VAAQ,00540000000sI3HAAU,0,Obadele Thompson at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/About_Barbados/Local_Information/People/Meet_a_Bajan/Obadele_Thompson/,434,373,480,Available,,75.9,Obadele Thompson at Totally Barbados,,11/5/2015 0:00,,,,682,2723,733,652,634,146,671,166,373,,,,
a0640000002jx4WAAQ,00540000000sI3HAAU,0,Dover Beach at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,7/14/2016 18:55,00540000002mQ18AAE,1/14/2017 7:30,1,0,https://www.totallybarbados.com/barbados/About_Barbados/Beaches_and_Bays/South_Coast_Beaches/36.htm,214,1250,480,Available,,85.43,Dover Beach at Totally Barbados,,11/5/2015 0:00,,,474,725,487,305,327,498,1264,915,469,1250,,,,
a0640000002jx4XAAQ,00540000000sI3HAAU,0,Barbados Bicycle Rentals and Tours at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,3/27/2017 22:07,00540000002mQ18AAE,7/29/2017 3:12,1,0,https://www.totallybarbados.com/barbados/Local_Listings/Travel_Listings/Bicycle_Rental_Listings/,162,1719,480,Local Listings,,61.25,Barbados Bicycle Rentals and Tours at Totally Barbados,,11/5/2015 0:00,Completed - Verified Listings,,438,455,352,1165,1372,1474,1150,1166,647,1719,,,,
a0640000002jx4YAAQ,00540000000sI3HAAU,0,Tour Barbados South East at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,3/7/2017 21:24,00540000002mQ18AAE,5/6/2017 17:51,0,0,https://www.totallybarbados.com/articles/sightseeing-tours/tour-barbados-south-east/,520,263,480,Available,,82.41,Tour Barbados South East at Totally Barbados,,11/5/2015 0:00,,,,709,670,394,554,497,310,468,146,263,,,,
a0640000002jx4aAAA,00540000000sI3HAAU,0,News and Media at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/About_Barbados/Local_Information/News_and_Media/,755,84,480,Available,,36.72,News and Media at Totally Barbados,,11/5/2015 0:00,Completed - Content Rewritten,,42,934,640,465,299,210,111,130,110,84,,,,
a0640000002jx4bAAA,00540000000sI3HAAU,0,Surfing at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/Entertainment/Sports/Surfing/,576,204,480,Available,,73.46,Surfing at Totally Barbados,,11/5/2015 0:00,Completed - Content Rewritten,,488,742,647,280,300,322,221,460,153,204,,,,
a0640000002jx4cAAA,00540000000sI3HAAU,0,Cattlewash Beach at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,7/20/2016 15:47,00540000002mQ18AAE,1/14/2017 7:30,1,0,https://www.totallybarbados.com/barbados/About_Barbados/Beaches_and_Bays/East_Coast_Beaches/14.htm,904,18,480,Available,,28.29,Cattlewash Beach at Totally Barbados,,11/5/2015 0:00,,,,660,559,284,311,165,41,93,16,18,,,,
a0640000002jx4dAAA,00540000000sI3HAAU,0,Brandon's Beach West Coast at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,7/14/2016 18:46,00540000002mQ18AAE,1/14/2017 7:30,1,0,https://www.totallybarbados.com/barbados/About_Barbados/Beaches_and_Bays/West_Coast_Beaches/62.htm,328,643,480,Available,,82.4,Brandons Beach West Coast at Totally Barbados,,11/5/2015 0:00,,,,482,417,311,578,937,331,744,178,643,,,,
a0640000002jx4eAAA,00540000000sI3HAAU,0,Manufacturing at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,3/13/2017 15:47,00540000002mQ18AAE,5/6/2017 18:26,1,0,https://www.totallybarbados.com/barbados/Business/Economy/Manufacturing/,293,738,480,Available,,119.78,Manufacturing at Totally Barbados,,11/5/2015 0:00,,,,274,481,499,420,433,563,503,331,738,,,,
a0640000002jx4fAAA,00540000000sI3HAAU,0,Barbados Offshore Banking at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,1/16/2017 20:46,00540000002mQ18AAE,1/18/2017 5:26,1,0,https://www.totallybarbados.com/articles/financial-sector/barbados-offshore-banking/,400,428,480,Available,,106.14,Barbados Offshore Banking at Totally Barbados,,11/5/2015 0:00,,,,195,467,444,588,510,403,587,236,428,,,,
a0640000002jx4gAAA,00540000000sI3HAAU,0,Four Square Rum Distillery Park at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/Travel/Sightseeing/Tourist_Attractions/Four_Square_Rum_Distillery_Park/,357,552,480,Available,,91.07,Four Square Rum Distillery Park at Totally Barbados,,11/5/2015 0:00,,,,339,677,957,1746,1638,600,1179,280,552,,,,
a0640000002jx4hAAA,00540000000sI3HAAU,0,Bridgetown Film Festival at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/Entertainment/Festivals/Bridgetown_Film_Festival/,534,246,480,Available,,70.35,Bridgetown Film Festival at Totally Barbados,,11/5/2015 0:00,,,,267,529,350,219,317,144,272,94,246,,,,
a0640000002jx4jAAA,00540000000sI3HAAU,0,Garvie Griffith at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/About_Barbados/Local_Information/People/Meet_a_Bajan/Garvie_Griffith/,718,110,480,Available,,78.81,Garvie Griffith at Totally Barbados,,11/5/2015 0:00,,,,,180,289,188,120,77,93,65,110,,,,
a0640000002jx4kAAA,00540000000sI3HAAU,0,"Hurricanes, Tropical Storms and Depressions at Totally Barbados",5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/About_Barbados/Local_Information/Weather/822.htm,360,549,480,Available,,71.38,"Hurricanes, Tropical Storms and Depressions at Totally Barbados",,11/5/2015 0:00,Completed - Content Rewritten,,82,279,600,722,956,1173,259,432,133,549,,,,
a0640000002jx4lAAA,00540000000sI3HAAU,0,Family Vacations on Land at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,12/28/2016 22:36,00540000002mQ18AAE,5/6/2017 18:49,5,0,https://www.totallybarbados.com/barbados/Travel/Barbados_Vacations/Family_Vacations_on_Land/,591,193,480,Available,,113.41,Family Vacations on Land at Totally Barbados,,11/5/2015 0:00,,,,367,478,307,333,230,209,180,150,193,,,,
a0640000002jx4mAAA,00540000000sI3HAAU,0,Stewed Down Salt Fish Recipe at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/About_Barbados/Local_Information/Barbados_Food/Barbados_Recipes/3935.htm,70,4524,480,Available,,84.67,Stewed Down Salt Fish Recipe at Totally Barbados,,11/5/2015 0:00,,,,241,388,633,560,615,734,813,907,4524,,,,
a0640000002jx4nAAA,00540000000sI3HAAU,0,Barbados Golf at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,2/6/2016 18:33,00540000002mQ18AAE,7/2/2017 2:00,2,0,https://www.totallybarbados.com/barbados/Entertainment/Sports/Barbados_Golf/,430,381,480,Available,,75.9,Barbados Golf at Totally Barbados,,11/5/2015 0:00,,,,,365,391,536,479,450,588,227,381,,,,
a0640000002jx4pAAA,00540000000sI3HAAU,0,Oistins Fish Festival at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/Entertainment/Festivals/Oistins_Fish_Festival/,331,635,480,Available,,104.95,Oistins Fish Festival at Totally Barbados,,11/5/2015 0:00,,,,589,562,644,964,1738,483,1086,373,635,,,,
a0640000002jx4rAAA,00540000000sI3HAAU,0,Stewed Down Chops Recipe at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/About_Barbados/Local_Information/Barbados_Food/Barbados_Recipes/3933.htm,206,1268,480,Available,,71.51,Stewed Down Chops Recipe at Totally Barbados,,11/5/2015 0:00,,,,249,359,560,498,421,460,472,498,1268,,,,
a0640000002jx4sAAA,00540000000sI3HAAU,0,Barbados Steakhouses and Grills Cuisine Restaurants at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,3/10/2017 15:26,00540000002mQ18AAE,7/1/2017 23:04,1,0,https://www.totallybarbados.com/barbados/Local_Listings/Restaurant_Guide/Restaurants_by_Cuisine/Steakhouses_and_Grills/,548,231,480,Local Listings,,54.35,Barbados Steakhouses and Grills Cuisine Restaurants at Totally Barbados,,11/5/2015 0:00,Completed - Verified Listings,,,213,490,250,361,437,192,310,136,231,,,,
a0640000002jx4tAAA,00540000000sI3HAAU,0,Celtic Festival at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/Entertainment/Festivals/Celtic_Festival/,878,28,480,Available,,68.44,Celtic Festival at Totally Barbados,,11/5/2015 0:00,,,,215,225,217,235,274,70,123,33,28,,,,
a0640000002jx4uAAA,00540000000sI3HAAU,0,Speightstown Map at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,2/4/2016 17:20,00540000002mQ18AAE,2/4/2016 17:20,0,0,https://www.totallybarbados.com/barbados-photos/Map_Images/2618.html,507,277,480,Available,,65.04,Speightstown Map at Totally Barbados,,11/5/2015 0:00,,,326,732,620,245,543,547,341,623,202,277,,,,
a0640000002jx4vAAA,00540000000sI3HAAU,0,Find Coffee Shops in Barbados at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,12/30/2016 6:08,0,0,https://www.totallybarbados.com/barbados/Local_Listings/Restaurant_Guide/Restaurants_by_Type/Coffee_Shops/,260,881,480,Local Listings,"New Page as of August 6th, 2008. Renamed Coffee Shops.",79.03,Find Coffee Shops in Barbados at Totally Barbados,,11/5/2015 0:00,Completed - Verified Listings,,385,,9,377,766,858,827,1010,418,881,,,,
a0640000002jx4wAAA,00540000000sI3HAAU,0,Barbados Business News at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/Business/Barbados_Business_News/,725,105,480,Available,"Multiple Pages: All Barbados Business News pages E.g. 2006, 2007, 2008 and 2009 and each individual News Article",42.19,Barbados Business News at Totally Barbados,,11/5/2015 0:00,,,,296,492,410,260,199,113,150,39,105,,,,
a0640000002jx4xAAA,00540000000sI3HAAU,0,Brighton Beach at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,7/14/2016 18:46,00540000002mQ18AAE,7/1/2017 22:54,1,0,https://www.totallybarbados.com/barbados/About_Barbados/Beaches_and_Bays/West_Coast_Beaches/63.htm,545,233,480,Available,,75.51,Brighton Beach at Totally Barbados,,11/5/2015 0:00,,,,457,401,316,323,504,262,437,112,233,,,,
a0640000002jx4yAAA,00540000000sI3HAAU,0,Barbados Internet Cafes at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/Business/Barbados_Internet_Cafes/,669,136,480,Available,,0,Barbados Internet Cafes at Totally Barbados,,11/5/2015 0:00,Completed - Content Rewritten,,,,,,26,162,188,258,86,136,,,,
a0640000002jx4zAAA,00540000000sI3HAAU,0,1625 - 1627 - The Early Beginnings of English Settlement in Barbados at TB,5/14/2008 4:22,00540000000sI3HAAU,5/4/2017 16:45,00540000002mQ18AAE,5/6/2017 23:08,0,0,https://www.totallybarbados.com/articles/about-barbados/history/early-beginning-settlement/,140,2019,480,Available,,119.1,A Time of Development - The Early 1700s at Totally Barbados,,11/5/2015 0:00,,,,603,632,505,364,377,812,543,574,2019,https://www.totallybarbados.com/barbados/About_Barbados/Local_Information/History/3594.htm,,299,
a0640000002jx50AAA,00540000000sI3HAAU,0,Hastings Rocks and Hastings Beach at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,7/14/2016 19:01,00540000002mQ18AAE,1/14/2017 7:30,2,0,https://www.totallybarbados.com/barbados/About_Barbados/Beaches_and_Bays/South_Coast_Beaches/40.htm,756,84,480,Available,,83.65,Hastings Rocks and Hastings Beach at Totally Barbados,,11/5/2015 0:00,,,311,460,378,204,263,293,172,412,67,84,,,,
a0640000002jx51AAA,00540000000sI3HAAU,0,Cassius Clay at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/About_Barbados/Local_Information/People/Meet_a_Bajan/Cassius_Clay/,470,322,480,Available,,85.21,Cassius Clay At Totally Barbados,,11/5/2015 0:00,,,,295,504,551,480,526,134,434,114,322,,,,
a0640000002jx52AAA,00540000000sI3HAAU,0,Barbados Sports and Activity Guide at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,3/7/2017 21:56,00540000002mQ18AAE,5/6/2017 17:34,0,0,https://www.totallybarbados.com/barbados/Local_Listings/Sport_Listings/,739,92,480,Local Listings,,27.44,Barbados Sports and Activity Guide at Totally Barbados,,11/5/2015 0:00,Completed - Verified Listings,,78,557,255,310,281,224,67,118,101,92,,,,
a0640000002jx53AAA,00540000000sI3HAAU,0,Sandy Lane Gold Cup Festival at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,2/6/2016 21:35,00540000002mQ18AAE,7/2/2017 2:00,1,0,https://www.totallybarbados.com/barbados/Entertainment/Festivals/Sandy_Lane_Gold_Cup_Festival/,295,731,480,Available,,98.25,Sandy Lane Gold Cup Festival at Totally Barbados,,11/5/2015 0:00,,,,327,412,365,727,1157,867,995,575,731,,,,
a0640000002jx54AAA,00540000000sI3HAAU,0,Cotton House Bay at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,7/14/2016 18:53,00540000002mQ18AAE,1/14/2017 7:30,1,0,https://www.totallybarbados.com/barbados/About_Barbados/Beaches_and_Bays/South_Coast_Beaches/35.htm,638,164,480,Available,,86.33,Cotton House Bay at Totally Barbados,,11/5/2015 0:00,,,,330,414,485,678,671,249,797,98,164,,,,
a0640000002jx55AAA,00540000000sI3HAAU,0,St Lucy at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/About_Barbados/Local_Information/Barbados_Parishes/St_Lucy/,210,1259,480,Available,,112.43,St Lucy at Totally Barbados,,11/5/2015 0:00,,,361,358,497,712,1159,1361,962,1242,408,1259,,,,
a0640000002jx56AAA,00540000000sI3HAAU,0,Water sports at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,1/14/2017 21:31,00540000002mQ18AAE,5/6/2017 17:34,1,0,https://www.totallybarbados.com/articles/sports/water-sports/,404,425,480,Available,,53.27,Water sports at Totally Barbados,,11/5/2015 0:00,Completed - Content Rewritten,,1617,446,331,399,401,641,332,461,262,425,,,,
a0640000002jx57AAA,00540000000sI3HAAU,0,Sir Garfield Sobers at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,5/6/2017 16:30,0,0,https://www.totallybarbados.com/barbados/Travel/Transportation/Roundabouts/Sir_Garfield_Sobers/,384,480,480,Available,,99.71,Sir Garfield Sobers at Totally Barbados,,11/5/2015 0:00,,,,263,290,239,319,297,315,426,220,480,,,,
a0640000002jx58AAA,00540000000sI3HAAU,0,Barbados Island Hopping at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,7/2/2016 23:13,00540000002mQ18AAE,7/2/2016 23:13,0,0,https://www.totallybarbados.com/barbados/Travel/Barbados_Island_Hopping/,129,2269,480,Available,,78.07,Barbados Island Hopping at Totally Barbados,,11/5/2015 0:00,,,,,203,334,628,828,886,684,627,2269,,,,
a0640000002jx59AAA,00540000000sI3HAAU,0,Telephone Guide at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,1/18/2016 21:42,00540000002mQ18AAE,5/6/2017 16:30,0,0,https://www.totallybarbados.com/barbados/About_Barbados/Local_Information/Telephone_Guide/,311,683,480,Available,Member will also get Barbados Cellular Phone Usage and International Area Codes at no extra cost.,69.81,Telephone Guide at Totally Barbados,,11/5/2015 0:00,Completed - Content Rewritten,,,469,530,388,369,332,294,341,265,683,,,,
a0640000002jx5AAAQ,00540000000sI3HAAU,0,Okra Soup Recipe at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/About_Barbados/Local_Information/Barbados_Food/Barbados_Recipes/5309.htm,389,455,480,Available,,56.69,Okra Soup Recipe at Totally Barbados,,11/5/2015 0:00,,,,,295,631,668,627,242,512,217,455,,,,
a0640000002jx5BAAQ,00540000000sI3HAAU,0,Barbados Entertainment at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/Local_Listings/Entertainment_Listings/,701,118,480,Local Listings,,43.38,Barbados Entertainment at Totally Barbados,,11/5/2015 0:00,Completed - Verified Listings,,112,394,254,435,283,274,87,355,235,118,,,,
